rowname	Order	Family	Genus	source	mapping	mapping2	color
S38CNODE_8232_length_5909_cov_8.187393||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8245_length_5905_cov_4.082564||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8274_length_5892_cov_4.356176||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8290_length_5883_cov_4.112388||full_1	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8304_length_5871_cov_13.933631||full_1	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_8331_length_5855_cov_3.590172||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8349_length_5840_cov_4.820743||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8351_length_5839_cov_11.580394||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_8362_length_5830_cov_15.793247||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8410_length_5797_cov_29.646465||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8501_length_5742_cov_7.613856||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8519_length_5735_cov_6.047711||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8521_length_5732_cov_5.604369||full_1	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8568_length_5705_cov_16.873628||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8580_length_5696_cov_4.562489||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8606_length_5680_cov_10.233067||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8629_length_5665_cov_5.602674||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8656_length_5646_cov_3.010910||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8690_length_5622_cov_9.413508||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8694_length_5618_cov_16.325544||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_8733_length_5592_cov_3.433990||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8741_length_5587_cov_5.121656||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_8751_length_5583_cov_15.949349||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8815_length_5543_cov_5.613885||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8823_length_5538_cov_4.827284||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8844_length_5529_cov_4.464194||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8851_length_5524_cov_8.107515||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8861_length_5520_cov_3.346935||lt2gene	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8881_length_5507_cov_4.855649||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8894_length_5497_cov_5.528850||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_8901_length_5495_cov_18.474265||full_1	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8925_length_5479_cov_26.351770||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8951_length_5461_cov_91.285239||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8985_length_5441_cov_19.455069||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9008_length_5430_cov_15.202605||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9061_length_5403_cov_214.183807||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9119_length_5374_cov_3.520587||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_9266_length_5301_cov_3.976172||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9271_length_5300_cov_3.700477||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9281_length_5295_cov_3.084542||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_9315_length_5278_cov_6.018763||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9323_length_5273_cov_12.116711||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9329_length_5271_cov_3.712998||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9391_length_5239_cov_6.687114||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9416_length_5227_cov_16.012181||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9417_length_5227_cov_13.299304||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_9418_length_5227_cov_9.780936||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9428_length_5219_cov_6.084431||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9448_length_5205_cov_7.210097||full_1	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9450_length_5204_cov_5.553506||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_9454_length_5200_cov_3.969874||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9457_length_5199_cov_21.825816||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9466_length_5195_cov_4.408171||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9469_length_5194_cov_4.309593||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9478_length_5185_cov_3.609552||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9484_length_5182_cov_41.926273||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9503_length_5173_cov_9.672528||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9567_length_5142_cov_3.583448||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9594_length_5129_cov_3.417422||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9649_length_5101_cov_4.594530||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9685_length_5081_cov_12.087346||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9712_length_5069_cov_13.781611||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9722_length_5065_cov_3.653293||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9725_length_5064_cov_11.252346||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9746_length_5057_cov_4.985406||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_9777_length_5045_cov_3.478156||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9803_length_5035_cov_3.724498||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9825_length_5028_cov_3.879751||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_9830_length_5026_cov_6.774894||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9847_length_5018_cov_6.131574||full_1	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_984_length_26629_cov_15.986340||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9861_length_5012_cov_9.036716||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_10090_length_5979_cov_4.463707||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_10118_length_5966_cov_5.434952||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_10154_length_5951_cov_4.512042||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_10254_length_5904_cov_17.743888||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_10255_length_5904_cov_12.353565||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_1025_length_24956_cov_9.993293||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_10317_length_5879_cov_8.113668||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 1 specific	Donor 1 specific	#FDC086
S39CNODE_10337_length_5874_cov_3.712665||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 1 specific	Donor 1 specific	#FDC086
S39CNODE_10418_length_5844_cov_4.495941||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_10453_length_5833_cov_3.885254||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 1 specific	Donor 1 specific	#FDC086
S39CNODE_10503_length_5820_cov_6.058109||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_10536_length_5805_cov_5.377565||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 1 specific	Donor 1 specific	#FDC086
S39CNODE_10538_length_5804_cov_12.443034||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 1 specific	Donor 1 specific	#FDC086
S39CNODE_10551_length_5800_cov_5.608529||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 1 specific	Donor 1 specific	#FDC086
S39CNODE_10612_length_5771_cov_4.642232||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_10652_length_5755_cov_9.463509||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_10718_length_5730_cov_3.827665||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 1 specific	Donor 1 specific	#FDC086
S39CNODE_10727_length_5725_cov_9.085185||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 1 specific	Donor 1 specific	#FDC086
S39CNODE_10778_length_5706_cov_3.658821||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_10794_length_5702_cov_5.302639||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_10828_length_5688_cov_3.333393||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 1 specific	Donor 1 specific	#FDC086
S39CNODE_10849_length_5681_cov_4.360647||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_10905_length_5656_cov_5.440993||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_10914_length_5652_cov_3.911917||full_1	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_10915_length_5651_cov_6.352395||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 1 specific	Donor 1 specific	#FDC086
S39CNODE_10916_length_5651_cov_5.800572||full_1	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_1091_length_24075_cov_7.260366||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_10950_length_5639_cov_3.052471||full_1	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_11095_length_5585_cov_7.316094||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_11185_length_5546_cov_12.759971||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_11195_length_5544_cov_12.605939||full_1	Unassigned	Unassigned	Unassigned	FMT study	Donor 1 specific	Donor 1 specific	#FDC086
S39CNODE_1119_length_23708_cov_5.125946||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_11203_length_5541_cov_6.134524||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_11207_length_5540_cov_31.528532||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 1 specific	Donor 1 specific	#FDC086
S39CNODE_11227_length_5535_cov_3.698905||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_11254_length_5525_cov_3.221938||full_1	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_11280_length_5517_cov_4.041194||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 1 specific	Donor 1 specific	#FDC086
S39CNODE_11357_length_5488_cov_6.421498||full_1	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_11456_length_5455_cov_10.144259||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_11493_length_5446_cov_3.791319||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_11537_length_5426_cov_8.378700||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_11566_length_5420_cov_4.953402||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_11587_length_5413_cov_4.435797||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_11622_length_5403_cov_3.574607||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 1 specific	Donor 1 specific	#FDC086
S39CNODE_11626_length_5401_cov_4.591470||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_11639_length_5397_cov_40.626544||full_1	Unassigned	Unassigned	Unassigned	FMT study	Donor 1 specific	Donor 1 specific	#FDC086
S39CNODE_11642_length_5396_cov_24.109905||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_11646_length_5395_cov_4.124719||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 1 specific	Donor 1 specific	#FDC086
S39CNODE_11677_length_5385_cov_4.069606||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_1173_length_23232_cov_6.973206||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_11806_length_5342_cov_3.180064||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_11821_length_5337_cov_6.595040||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_11864_length_5324_cov_5.636933||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_11908_length_5307_cov_11.679741||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_11950_length_5294_cov_3.117198||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 1 specific	Donor 1 specific	#FDC086
S39CNODE_11999_length_5277_cov_5.875527||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_12011_length_5273_cov_5.499233||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_12086_length_5247_cov_5.683166||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_12101_length_5245_cov_5.081503||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 1 specific	Donor 1 specific	#FDC086
S39CNODE_12125_length_5238_cov_7.043797||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 1 specific	Donor 1 specific	#FDC086
S39CNODE_12159_length_5223_cov_20.273026||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_12267_length_5193_cov_37.349163||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_12288_length_5190_cov_3.739825||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 1 specific	Donor 1 specific	#FDC086
S39CNODE_12327_length_5178_cov_5.345696||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_12335_length_5174_cov_11.061731||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_12355_length_5168_cov_4.482496||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 1 specific	Donor 1 specific	#FDC086
S39CNODE_12373_length_5161_cov_51.129651||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_12411_length_5152_cov_2.903669||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_12424_length_5149_cov_3.867491||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 1 specific	Donor 1 specific	#FDC086
S39CNODE_12442_length_5142_cov_3.529782||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 1 specific	Donor 1 specific	#FDC086
S39CNODE_12476_length_5133_cov_6.449586||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_12487_length_5130_cov_4.499310||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
