""	"geneID"	"p"	"DONOR1"	"DONOR2"	"FMT1"	"FMT2"	"GFF_locus_tag"	"Centroid_gene_ID"	"Product"	"EC_number"	"Protein_id"	"geneID"	"koID"
"g016945"	"g016945"	"1"	0	0	0.777777777777778	0.857142857142857	"GCF_004361215:PKEIAJHE_01687"	"GCF_004361215:NZ_NKLE01000457.1:563-258"	"hypothetical protein"	""	NA	"g013866"	""
"g016946"	"g016946"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01689"	"GCF_004361215:NZ_NKLE01000460.1:414-70"	"hypothetical protein"	""	NA	"g013867"	""
"g016947"	"g016947"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01702"	"GCF_004361215:NZ_NKLE01000472.1:4-489"	"Phosphoglucosamine mutase"	""	NA	"g013868"	""
"g016948"	"g016948"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01730"	"GCF_004361215:NZ_NKLE01000005.1:22118-23128"	"hypothetical protein"	""	NA	"g013783"	""
"g016949"	"g016949"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01744"	"GCF_004361215:NZ_NKLE01000475.1:429-37"	"hypothetical protein"	""	NA	"g013869"	""
"g016950"	"g016950"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01786"	"GCF_004361215:NZ_NKLE01000052.1:27195-28919"	"Phosphoglucomutase"	"5.4.2.2"	NA	"g013799"	"K01835"
"g016951"	"g016951"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01797"	"GCF_004361215:NZ_NKLE01000493.1:463-152"	"hypothetical protein"	""	NA	"g013870"	""
"g016952"	"g016952"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01798"	"GCF_004361215:NZ_NKLE01000499.1:339-94"	"hypothetical protein"	""	NA	"g013871"	""
"g016953"	"g016953"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01799"	"GCF_004361215:NZ_NKLE01000053.1:440-105"	"hypothetical protein"	""	NA	"g013800"	""
"g016954"	"g016954"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01859"	"GCF_004361215:NZ_NKLE01000055.1:20644-19532"	"Tyrosine recombinase XerC"	""	NA	"g013801"	""
"g016955"	"g016955"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01881"	"GCF_004361215:NZ_NKLE01000055.1:30779-31261"	"Single-stranded DNA-binding protein"	""	NA	"g013802"	"K03111"
"g016956"	"g016956"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01887"	"GCF_004361215:NZ_NKLE01000055.1:33641-33835"	"hypothetical protein"	""	NA	"g013803"	""
"g016957"	"g016957"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01888"	"GCF_004361215:NZ_NKLE01000055.1:33832-34884"	"hypothetical protein"	""	NA	"g013804"	""
"g016958"	"g016958"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01897"	"GCF_004361215:NZ_NKLE01000055.1:46087-48903"	"hypothetical protein"	""	NA	"g013805"	""
"g016959"	"g016959"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01907"	"GCF_004361215:NZ_NKLE01000055.1:57982-58851"	"hypothetical protein"	""	NA	"g013806"	""
"g016960"	"g016960"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01910"	"GCF_004361215:NZ_NKLE01000056.1:2420-3382"	"putative mannose-6-phosphate isomerase GmuF"	"5.3.1.8"	NA	"g013807"	"K01809"
"g016961"	"g016961"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01921"	"GCF_004361215:NZ_NKLE01000530.1:26-325"	"hypothetical protein"	""	NA	"g013872"	""
"g016962"	"g016962"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01923"	"GCF_004361215:NZ_NKLE01000533.1:1392-2288"	"hypothetical protein"	""	NA	"g013873"	""
"g016963"	"g016963"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01925"	"GCF_004361215:NZ_NKLE01000533.1:4719-3403"	"hypothetical protein"	""	NA	"g013874"	""
"g016964"	"g016964"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01927"	"GCF_004361215:NZ_NKLE01000534.1:15-446"	"hypothetical protein"	""	NA	"g013875"	""
"g016965"	"g016965"	"1"	1	1	1	1	"GCF_004361215:PKEIAJHE_01939"	"GCF_004361215:NZ_NKLE01000057.1:9668-10630"	"ATP synthase gamma chain"	""	NA	"g013808"	"K02115"
"g016966"	"g016966"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_02035"	"GCF_004361215:NZ_NKLE01000059.1:35770-34457"	"hypothetical protein"	""	NA	"g013809"	""
"g016967"	"g016967"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_02036"	"GCF_004361215:NZ_NKLE01000559.1:101-388"	"hypothetical protein"	""	NA	"g013876"	""
"g016968"	"g016968"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_02049"	"GCF_004361215:NZ_NKLE01000006.1:8772-9620"	"Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta"	"2.1.3.15"	NA	"g013784"	"K01963"
"g016969"	"g016969"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_02070"	"GCF_004361215:NZ_NKLE01000568.1:362-51"	"hypothetical protein"	""	NA	"g013877"	""
"g016970"	"g016970"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_02074"	"GCF_004361215:NZ_NKLE01000576.1:52-339"	"Protein YciF"	""	NA	"g013878"	""
"g016971"	"g016971"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_02080"	"GCF_004361215:NZ_NKLE01000591.1:342-4"	"Phenylalanine--tRNA ligase alpha subunit"	"6.1.1.20"	NA	"g013879"	"K01889"
"g016972"	"g016972"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_02089"	"GCF_004361215:NZ_NKLE01000614.1:238-432"	"hypothetical protein"	""	NA	"g013880"	""
"g016973"	"g016973"	"0.0336538461538462"	1	1	0.444444444444444	1	"GCF_004361215:PKEIAJHE_02103"	"GCF_004361215:NZ_NKLE01000069.1:1-339"	"hypothetical protein"	""	NA	"g013810"	""
"g016974"	"g016974"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_02165"	"GCF_004361215:NZ_NKLE01000078.1:1066-2121"	"[Citrate [pro-3S]-lyase] ligase"	"6.2.1.22"	NA	"g013811"	""
"g016975"	"g016975"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_02203"	"GCF_004361215:NZ_NKLE01000080.1:7289-6675"	"putative membrane protein"	""	NA	"g013816"	""
"g016976"	"g016976"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_02214"	"GCF_004361215:NZ_NKLE01000080.1:17552-17145"	"hypothetical protein"	""	NA	"g013812"	""
"g016977"	"g016977"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_02225"	"GCF_004361215:NZ_NKLE01000080.1:20687-21013"	"hypothetical protein"	""	NA	"g013813"	""
"g016978"	"g016978"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_02226"	"GCF_004361215:NZ_NKLE01000080.1:21006-21281"	"hypothetical protein"	""	NA	"g013814"	""
"g016979"	"g016979"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_02234"	"GCF_004361215:NZ_NKLE01000080.1:25157-27481"	"hypothetical protein"	""	NA	"g013815"	""
"g016980"	"g016980"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_02240"	"GCF_004361215:NZ_NKLE01000081.1:429-1586"	"hypothetical protein"	""	NA	"g013818"	""
"g016981"	"g016981"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_02243"	"GCF_004361215:NZ_NKLE01000081.1:3492-3833"	"hypothetical protein"	""	NA	"g013817"	""
"g016982"	"g016982"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_02294"	"GCF_004361215:NZ_NKLE01000084.1:3025-2750"	"hypothetical protein"	""	NA	"g013819"	""
"g016983"	"g016983"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_02319"	"GCF_004361215:NZ_NKLE01000085.1:20269-19994"	"hypothetical protein"	""	NA	"g013820"	""
"g016984"	"g016984"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_02353"	"GCF_004361215:NZ_NKLE01000088.1:4228-4386"	"hypothetical protein"	""	NA	"g013821"	""
"g016985"	"g016985"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_02376"	"GCF_004361215:NZ_NKLE01000009.1:686-1213"	"hypothetical protein"	""	NA	"g013787"	""
"g016986"	"g016986"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_02377"	"GCF_004361215:NZ_NKLE01000009.1:1229-1627"	"hypothetical protein"	""	NA	"g013785"	""
"g016987"	"g016987"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_02381"	"GCF_004361215:NZ_NKLE01000009.1:4541-4945"	"hypothetical protein"	""	NA	"g013786"	""
"g016988"	"g016988"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_02438"	"GCF_004361215:NZ_NKLE01000094.1:33932-33225"	"ABC transporter ATP-binding protein NatA"	"7.2.2.4"	NA	"g013822"	"K09697"
"g016989"	"g016989"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_00228"	"GCF_004361245:NZ_NKLG01000115.1:1682-1044"	"hypothetical protein"	""	NA	"g013916"	""
"g016990"	"g016990"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_00234"	"GCF_004361245:NZ_NKLG01000117.1:1010-132"	"1,4-dihydroxy-2-naphthoate octaprenyltransferase"	"2.5.1.74"	NA	"g013917"	""
"g016991"	"g016991"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_00257"	"GCF_004361245:NZ_NKLG01000119.1:14378-15043"	"hypothetical protein"	""	NA	"g013918"	""
"g016992"	"g016992"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_00290"	"GCF_004361245:NZ_NKLG01000119.1:45047-43191"	"Restriction enzyme BgcI subunit alpha"	"3.1.21.-"	NA	"g013919"	""
"g016993"	"g016993"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_00308"	"GCF_004361245:NZ_NKLG01000120.1:8699-8935"	"hypothetical protein"	""	NA	"g013920"	""
"g016994"	"g016994"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_00392"	"GCF_004361245:NZ_NKLG01000132.1:3608-3486"	"hypothetical protein"	""	NA	"g013921"	""
"g016995"	"g016995"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_00405"	"GCF_004361245:NZ_NKLG01000133.1:4891-4340"	"hypothetical protein"	""	NA	"g013922"	""
"g016996"	"g016996"	"1"	0	0	0.111111111111111	0	"GCF_004361245:EODAODKI_00427"	"GCF_004361245:NZ_NKLG01000134.1:18274-19209"	"Ribonucleoside-diphosphate reductase 2 subunit beta"	"1.17.4.1"	NA	"g013923"	"K00526"
"g016997"	"g016997"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_00436"	"GCF_004361245:NZ_NKLG01000134.1:25337-25573"	"hypothetical protein"	""	NA	"g013924"	""
"g016998"	"g016998"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_00484"	"GCF_004361245:NZ_NKLG01000138.1:8565-7846"	"Aspartate racemase"	"5.1.1.13"	NA	"g013925"	""
"g016999"	"g016999"	"0.4375"	0	0	0	0.142857142857143	"GCF_004361245:EODAODKI_00550"	"GCF_004361245:NZ_NKLG01000143.1:7627-6521"	"Oligosaccharides import ATP-binding protein MsmX"	"7.5.2.-"	NA	"g013927"	"K10112"
"g017000"	"g017000"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_00580"	"GCF_004361245:NZ_NKLG01000143.1:37566-37072"	"hypothetical protein"	""	NA	"g013926"	""
"g017001"	"g017001"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_00605"	"GCF_004361245:NZ_NKLG01000144.1:23541-23777"	"hypothetical protein"	""	NA	"g013928"	""
"g017002"	"g017002"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_00610"	"GCF_004361245:NZ_NKLG01000144.1:30067-28781"	"Protein DltD"	""	NA	"g013929"	"K03740"
"g017003"	"g017003"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_00653"	"GCF_004361245:NZ_NKLG01000146.1:589-921"	"hypothetical protein"	""	NA	"g013930"	""
"g017004"	"g017004"	"1"	1	1	1	1	"GCF_004361245:EODAODKI_00744"	"GCF_004361245:NZ_NKLG01000150.1:37521-37066"	"hypothetical protein"	""	NA	"g013931"	""
"g017005"	"g017005"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_00749"	"GCF_004361245:NZ_NKLG01000150.1:40453-39968"	"hypothetical protein"	""	NA	"g013932"	""
"g017006"	"g017006"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_00753"	"GCF_004361245:NZ_NKLG01000150.1:41989-41753"	"hypothetical protein"	""	NA	"g013933"	""
"g017007"	"g017007"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_00780"	"GCF_004361245:NZ_NKLG01000016.1:3975-5924"	"Asparagine synthetase [glutamine-hydrolyzing] 1"	"6.3.5.4"	NA	"g013882"	"K01953"
"g017008"	"g017008"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_00811"	"GCF_004361245:NZ_NKLG01000017.1:17488-16502"	"scyllo-inositol 2-dehydrogenase (NADP(+)) IolU"	"1.1.1.371"	NA	"g013883"	"K22230"
"g017009"	"g017009"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_00828"	"GCF_004361245:NZ_NKLG01000195.1:343-101"	"hypothetical protein"	""	NA	"g013934"	""
"g017010"	"g017010"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_00829"	"GCF_004361245:NZ_NKLG01000002.1:370-984"	"1,4-dihydroxy-2-naphthoate octaprenyltransferase"	"2.5.1.74"	NA	"g013881"	""
"g017011"	"g017011"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_00855"	"GCF_004361245:NZ_NKLG01000020.1:20587-21339"	"hypothetical protein"	""	NA	"g013884"	""
"g017012"	"g017012"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_00858"	"GCF_004361245:NZ_NKLG01000197.1:312-19"	"hypothetical protein"	""	NA	"g013935"	""
"g017013"	"g017013"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_00859"	"GCF_004361245:NZ_NKLG01000201.1:421-182"	"hypothetical protein"	""	NA	"g013936"	""
"g017014"	"g017014"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_00860"	"GCF_004361245:NZ_NKLG01000204.1:421-68"	"hypothetical protein"	""	NA	"g013937"	""
"g017015"	"g017015"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_00878"	"GCF_004361245:NZ_NKLG01000209.1:338-45"	"hypothetical protein"	""	NA	"g013938"	""
"g017016"	"g017016"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_00879"	"GCF_004361245:NZ_NKLG01000022.1:421-104"	"hypothetical protein"	""	NA	"g013885"	""
"g017017"	"g017017"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_00885"	"GCF_004361245:NZ_NKLG01000023.1:3326-3517"	"Serine hydroxymethyltransferase"	"2.1.2.1"	NA	"g013886"	"K00600"
"g017018"	"g017018"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_00886"	"GCF_004361245:NZ_NKLG01000023.1:3617-4561"	"Serine hydroxymethyltransferase"	"2.1.2.1"	NA	"g013887"	"K00600"
"g017019"	"g017019"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_00895"	"GCF_004361245:NZ_NKLG01000221.1:445-263"	"hypothetical protein"	""	NA	"g013939"	""
"g017020"	"g017020"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_00952"	"GCF_004361245:NZ_NKLG01000026.1:5443-5811"	"50S ribosomal protein L14"	""	NA	"g013888"	"K02874"
"g017021"	"g017021"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_01010"	"GCF_004361245:NZ_NKLG01000027.1:23447-24463"	"hypothetical protein"	""	NA	"g013889"	""
"g017022"	"g017022"	"1"	0	1	0.111111111111111	0.142857142857143	"GCF_004361245:EODAODKI_01020"	"GCF_004361245:NZ_NKLG01000263.1:199-68"	"hypothetical protein"	""	NA	"g013940"	""
"g017023"	"g017023"	"1"	1	1	0.222222222222222	0.142857142857143	"GCF_004361245:EODAODKI_01024"	"GCF_004361245:NZ_NKLG01000265.1:5744-4053"	"hypothetical protein"	""	NA	"g013941"	""
"g017024"	"g017024"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_01055"	"GCF_004361245:NZ_NKLG01000028.1:20863-20516"	"IS66 family transposase ISBaps1"	""	NA	"g013890"	""
"g017025"	"g017025"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_01071"	"GCF_004361245:NZ_NKLG01000278.1:147-680"	"hypothetical protein"	""	NA	"g013942"	""
"g017026"	"g017026"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_01129"	"GCF_004361245:NZ_NKLG01000292.1:41-373"	"hypothetical protein"	""	NA	"g013943"	""
"g017027"	"g017027"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_01146"	"GCF_004361245:NZ_NKLG01000031.1:13355-13942"	"Holliday junction ATP-dependent DNA helicase RuvA"	"3.6.4.12"	NA	"g013891"	"K03550"
"g017028"	"g017028"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_01170"	"GCF_004361245:NZ_NKLG01000301.1:9-254"	"hypothetical protein"	""	NA	"g013944"	""
"g017029"	"g017029"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_01171"	"GCF_004361245:NZ_NKLG01000302.1:158-322"	"hypothetical protein"	""	NA	"g013945"	""
"g017030"	"g017030"	"0.475"	1	0	0.777777777777778	1	"GCF_004361245:EODAODKI_01177"	"GCF_004361245:NZ_NKLG01000032.1:5242-5610"	"hypothetical protein"	""	NA	"g013892"	""
"g017031"	"g017031"	"0.175"	0	0	0	0.285714285714286	"GCF_004361245:EODAODKI_01196"	"GCF_004361245:NZ_NKLG01000315.1:51-500"	"hypothetical protein"	""	NA	"g013946"	""
"g017032"	"g017032"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_01208"	"GCF_004361245:NZ_NKLG01000316.1:13727-12897"	"hypothetical protein"	""	NA	"g013947"	""
"g017033"	"g017033"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_01217"	"GCF_004361245:NZ_NKLG01000319.1:3615-3379"	"hypothetical protein"	""	NA	"g013948"	""
"g017034"	"g017034"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_01265"	"GCF_004361245:NZ_NKLG01000324.1:4000-4140"	"hypothetical protein"	""	NA	"g013949"	""
"g017035"	"g017035"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_01363"	"GCF_004361245:NZ_NKLG01000036.1:59672-58638"	"hypothetical protein"	""	NA	"g013893"	""
"g017036"	"g017036"	"1"	1	0	0.111111111111111	0	"GCF_004361245:EODAODKI_01375"	"GCF_004361245:NZ_NKLG01000343.1:131-1825"	"hypothetical protein"	""	NA	"g013950"	""
"g017037"	"g017037"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_01405"	"GCF_004361245:NZ_NKLG01000362.1:440-195"	"hypothetical protein"	""	NA	"g013951"	""
"g017038"	"g017038"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_01410"	"GCF_004361245:NZ_NKLG01000369.1:297-1106"	"hypothetical protein"	""	NA	"g013952"	""
"g017039"	"g017039"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_01420"	"GCF_004361245:NZ_NKLG01000375.1:528-148"	"hypothetical protein"	""	NA	"g013953"	""
"g017040"	"g017040"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_01435"	"GCF_004361245:NZ_NKLG01000381.1:2401-3135"	"hypothetical protein"	""	NA	"g013954"	""
"g017041"	"g017041"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_01584"	"GCF_004361245:NZ_NKLG01000051.1:5116-6648"	"hypothetical protein"	""	NA	"g013894"	""
"g017042"	"g017042"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_01640"	"GCF_004361245:NZ_NKLG01000053.1:20675-20271"	"hypothetical protein"	""	NA	"g013895"	""
"g017043"	"g017043"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_01644"	"GCF_004361245:NZ_NKLG01000053.1:22234-22365"	"hypothetical protein"	""	NA	"g013896"	""
"g017044"	"g017044"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_01783"	"GCF_004361245:NZ_NKLG01000058.1:425-940"	"hypothetical protein"	""	NA	"g013897"	""
"g017045"	"g017045"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_01831"	"GCF_004361245:NZ_NKLG01000060.1:200-1138"	"PTS system oligo-beta-mannoside-specific EIIC component"	""	NA	"g013898"	"K02761"
"g017046"	"g017046"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_01835"	"GCF_004361245:NZ_NKLG01000061.1:1438-209"	"PTS system oligo-beta-mannoside-specific EIIC component"	""	NA	"g013899"	"K02761"
"g017047"	"g017047"	"1"	1	1	1	1	"GCF_004361245:EODAODKI_01881"	"GCF_004361245:NZ_NKLG01000069.1:7390-7488"	"hypothetical protein"	""	NA	"g013900"	""
"g017048"	"g017048"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_01935"	"GCF_004361245:NZ_NKLG01000072.1:10137-9769"	"hypothetical protein"	""	NA	"g013901"	""
"g017049"	"g017049"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_01973"	"GCF_004361245:NZ_NKLG01000074.1:19187-19390"	"hypothetical protein"	""	NA	"g013902"	""
"g017050"	"g017050"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_01975"	"GCF_004361245:NZ_NKLG01000074.1:20166-20381"	"hypothetical protein"	""	NA	"g013903"	""
"g017051"	"g017051"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_01976"	"GCF_004361245:NZ_NKLG01000074.1:20378-20536"	"hypothetical protein"	""	NA	"g013904"	""
"g017052"	"g017052"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_01983"	"GCF_004361245:NZ_NKLG01000074.1:22798-23079"	"hypothetical protein"	""	NA	"g013905"	""
"g017053"	"g017053"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_02000"	"GCF_004361245:NZ_NKLG01000075.1:4950-5660"	"hypothetical protein"	""	NA	"g013907"	""
"g017054"	"g017054"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_02025"	"GCF_004361245:NZ_NKLG01000075.1:33157-34062"	"Tyrosine recombinase XerD"	""	NA	"g013906"	"K04763"
"g017055"	"g017055"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_02068"	"GCF_004361245:NZ_NKLG01000079.1:19044-19355"	"hypothetical protein"	""	NA	"g013908"	""
"g017056"	"g017056"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_02122"	"GCF_004361245:NZ_NKLG01000082.1:18073-17570"	"IS110 family transposase ISSpn10"	""	NA	"g013909"	""
"g017057"	"g017057"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_02262"	"GCF_004361245:NZ_NKLG01000097.1:267-82"	"hypothetical protein"	""	NA	"g013912"	""
"g017058"	"g017058"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_02265"	"GCF_004361245:NZ_NKLG01000097.1:1572-1339"	"hypothetical protein"	""	NA	"g013910"	""
"g017059"	"g017059"	"0.4375"	1	1	1	0.857142857142857	"GCF_004361245:EODAODKI_02272"	"GCF_004361245:NZ_NKLG01000097.1:4194-3856"	"hypothetical protein"	""	NA	"g013913"	""
"g017060"	"g017060"	"0.261538461538462"	1	1	0.888888888888889	0.571428571428571	"GCF_004361245:EODAODKI_02285"	"GCF_004361245:NZ_NKLG01000097.1:19460-18267"	"Transcription termination/antitermination protein NusA"	""	NA	"g013911"	"K02600"
"g017061"	"g017061"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_02356"	"GCF_004361245:NZ_NKLG01000099.1:7388-7224"	"hypothetical protein"	""	NA	"g013914"	""
"g017062"	"g017062"	"1"	0	0	0	0	"GCF_004361245:EODAODKI_02357"	"GCF_004361245:NZ_NKLG01000099.1:7683-7378"	"hypothetical protein"	""	NA	"g013915"	""
"g017063"	"g017063"	"1"	0	0	0	0	"GCF_004361265:KBNKAGLF_00080"	"GCF_004361265:NZ_NKLI01000104.1:31929-31132"	"hypothetical protein"	""	NA	"g013984"	""
"g017064"	"g017064"	"1"	0	0	0	0	"GCF_004361265:KBNKAGLF_00155"	"GCF_004361265:NZ_NKLI01000104.1:90049-88283"	"putative multidrug resistance ABC transporter ATP-binding/permease protein YheI"	"3.6.3.-"	NA	"g013985"	"K18889"
"g017065"	"g017065"	"1"	0	0	0	0	"GCF_004361265:KBNKAGLF_00179"	"GCF_004361265:NZ_NKLI01000104.1:114765-113788"	"ISLre2 family transposase ISLcr2"	""	NA	"g013983"	""
"g017066"	"g017066"	"1"	0	0	0	0	"GCF_004361265:KBNKAGLF_00191"	"GCF_004361265:NZ_NKLI01000105.1:10948-10652"	"hypothetical protein"	""	NA	"g013986"	""
"g017067"	"g017067"	"1"	1	1	1	1	"GCF_004361265:KBNKAGLF_00201"	"GCF_004361265:NZ_NKLI01000105.1:19317-17002"	"hypothetical protein"	""	NA	"g013987"	""
"g017068"	"g017068"	"1"	0	0	0	0	"GCF_004361265:KBNKAGLF_00203"	"GCF_004361265:NZ_NKLI01000105.1:21108-20329"	"hypothetical protein"	""	NA	"g013988"	""
"g017069"	"g017069"	"1"	0	0	0	0	"GCF_004361265:KBNKAGLF_00206"	"GCF_004361265:NZ_NKLI01000105.1:28104-27760"	"hypothetical protein"	""	NA	"g013989"	""
"g017070"	"g017070"	"1"	0	0	0	0	"GCF_004361265:KBNKAGLF_00241"	"GCF_004361265:NZ_NKLI01000105.1:48013-47846"	"hypothetical protein"	""	NA	"g013990"	""
"g017071"	"g017071"	"1"	0	0	0	0	"GCF_004361265:KBNKAGLF_00248"	"GCF_004361265:NZ_NKLI01000105.1:50119-49907"	"hypothetical protein"	""	NA	"g013991"	""
"g017072"	"g017072"	"1"	0	0	0	0	"GCF_004361265:KBNKAGLF_00406"	"GCF_004361265:NZ_NKLI01000114.1:18272-17415"	"hypothetical protein"	""	NA	"g013992"	""
"g017073"	"g017073"	"1"	0	0	0	0	"GCF_004361265:KBNKAGLF_00407"	"GCF_004361265:NZ_NKLI01000115.1:639-100"	"Putative ABC transporter arginine-binding protein 2"	""	NA	"g013993"	"K09997"
"g017074"	"g017074"	"1"	0	0	0	0	"GCF_004361265:KBNKAGLF_00408"	"GCF_004361265:NZ_NKLI01000115.1:963-649"	"hypothetical protein"	""	NA	"g013994"	""
"g017075"	"g017075"	"1"	0	0	0	0	"GCF_004361265:KBNKAGLF_00502"	"GCF_004361265:NZ_NKLI01000123.1:4076-1911"	"Lactococcin-G-processing and transport ATP-binding protein LagD"	"3.4.22.-"	NA	"g013995"	""
"g017076"	"g017076"	"1"	0	0	0	0	"GCF_004361265:KBNKAGLF_00511"	"GCF_004361265:NZ_NKLI01000126.1:1681-764"	"Fructose-bisphosphate aldolase"	"4.1.2.13"	NA	"g013996"	"K01624"
"g017077"	"g017077"	"1"	0	0	0	0	"GCF_004361265:KBNKAGLF_00540"	"GCF_004361265:NZ_NKLI01000128.1:5079-3463"	"ATP-binding/permease protein CydD"	""	NA	"g013997"	"K16013"
"g017078"	"g017078"	"1"	0	0	0	0	"GCF_004361265:KBNKAGLF_00641"	"GCF_004361265:NZ_NKLI01000143.1:1677-406"	"hypothetical protein"	""	NA	"g013998"	""
"g017079"	"g017079"	"1"	0	0	0	0	"GCF_004361265:KBNKAGLF_00655"	"GCF_004361265:NZ_NKLI01000145.1:3359-2526"	"hypothetical protein"	""	NA	"g013999"	""
