Gene_family	Centroid_gene_ID	GFF_locus_tag	Product	EC_number	Protein_id
g016729	GCF_008079315:NZ_VOMA01000044.1:12086-12853	GCF_008079315:MHENOKFM_01330	hypothetical protein		
g016730	GCF_008079315:NZ_VOMA01000044.1:12944-13045	GCF_008079315:MHENOKFM_01331	hypothetical protein		
g016731	GCF_008079315:NZ_VOMA01000044.1:16290-15244	GCF_008079315:MHENOKFM_01336	hypothetical protein		
g016732	GCF_008079315:NZ_VOMA01000044.1:2715-2386	GCF_008079315:MHENOKFM_01322	hypothetical protein		
g016733	GCF_008079315:NZ_VOMA01000045.1:6350-5706	GCF_008079315:MHENOKFM_01344	hypothetical protein		
g016734	GCF_008079315:NZ_VOMA01000045.1:6611-6420	GCF_008079315:MHENOKFM_01345	hypothetical protein		
g016735	GCF_008079315:NZ_VOMA01000046.1:2669-2127	GCF_008079315:MHENOKFM_01356	hypothetical protein		
g016736	GCF_008079315:NZ_VOMA01000046.1:2944-2666	GCF_008079315:MHENOKFM_01357	hypothetical protein		
g016737	GCF_008079315:NZ_VOMA01000047.1:74-352	GCF_008079315:MHENOKFM_01372	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase stabilizing protein GtfB		
g016738	GCF_008079315:NZ_VOMA01000048.1:13233-13715	GCF_008079315:MHENOKFM_01406	Replication initiation protein		
g016739	GCF_008079315:NZ_VOMA01000048.1:13712-14017	GCF_008079315:MHENOKFM_01407	hypothetical protein		
g016740	GCF_008079315:NZ_VOMA01000048.1:2614-1883	GCF_008079315:MHENOKFM_01396	hypothetical protein		
g016741	GCF_008079315:NZ_VOMA01000048.1:332-529	GCF_008079315:MHENOKFM_01394	hypothetical protein		
g016742	GCF_008079315:NZ_VOMA01000048.1:526-1464	GCF_008079315:MHENOKFM_01395	hypothetical protein		
g016743	GCF_008079315:NZ_VOMA01000050.1:10067-9789	GCF_008079315:MHENOKFM_01489	hypothetical protein		
g016744	GCF_008079315:NZ_VOMA01000051.1:12444-10798	GCF_008079315:MHENOKFM_01502	Dipeptide-binding protein DppE		
g016745	GCF_008079315:NZ_VOMA01000051.1:3950-2949	GCF_008079315:MHENOKFM_01495	Cephalosporin-C deacetylase	3.1.1.41	
g016746	GCF_008079315:NZ_VOMA01000052.1:7202-6741	GCF_008079315:MHENOKFM_01509	hypothetical protein		
g016747	GCF_008079315:NZ_VOMA01000054.1:238-831	GCF_008079315:MHENOKFM_01551	Vitamin B12 import ATP-binding protein BtuD	7.6.2.8	
g016748	GCF_008079315:NZ_VOMA01000056.1:1221-1754	GCF_008079315:MHENOKFM_01576	hypothetical protein		
g016749	GCF_008079315:NZ_VOMA01000056.1:54-548	GCF_008079315:MHENOKFM_01574	Dipeptide-binding protein DppE		
g016750	GCF_008079315:NZ_VOMA01000056.1:559-1275	GCF_008079315:MHENOKFM_01575	hypothetical protein		
g016751	GCF_008079315:NZ_VOMA01000058.1:7560-8174	GCF_008079315:MHENOKFM_01606	hypothetical protein		
g016752	GCF_008079315:NZ_VOMA01000058.1:8527-8925	GCF_008079315:MHENOKFM_01607	hypothetical protein		
g016753	GCF_008079315:NZ_VOMA01000058.1:9223-10818	GCF_008079315:MHENOKFM_01608	hypothetical protein		
g016754	GCF_008079315:NZ_VOMA01000059.1:1814-2338	GCF_008079315:MHENOKFM_01611	putative sugar epimerase YhfK	4.-.-.-	
g016755	GCF_008079315:NZ_VOMA01000060.1:6245-5316	GCF_008079315:MHENOKFM_01684	IS256 family transposase IS1201		
g016756	GCF_008079315:NZ_VOMA01000060.1:6496-7254	GCF_008079315:MHENOKFM_01685	L-serine dehydratase, alpha chain	4.3.1.17	
g016757	GCF_008079315:NZ_VOMA01000061.1:102-3353	GCF_008079315:MHENOKFM_01691	hypothetical protein		
g016758	GCF_008079315:NZ_VOMA01000061.1:7883-8455	GCF_008079315:MHENOKFM_01695	hypothetical protein		
g016759	GCF_008079315:NZ_VOMA01000062.1:1767-1576	GCF_008079315:MHENOKFM_01698	hypothetical protein		
g016760	GCF_008079315:NZ_VOMA01000062.1:4448-4990	GCF_008079315:MHENOKFM_01704	hypothetical protein		
g016761	GCF_008079315:NZ_VOMA01000063.1:2785-3048	GCF_008079315:MHENOKFM_01713	hypothetical protein		
g016762	GCF_008079315:NZ_VOMA01000063.1:56-781	GCF_008079315:MHENOKFM_01709	hypothetical protein		
g016763	GCF_008079315:NZ_VOMA01000063.1:7416-7595	GCF_008079315:MHENOKFM_01718	hypothetical protein		
g016764	GCF_008079315:NZ_VOMA01000064.1:3675-2134	GCF_008079315:MHENOKFM_01724	putative ABC transporter ATP-binding protein YheS		
g016765	GCF_008079315:NZ_VOMA01000065.1:2617-1220	GCF_008079315:MHENOKFM_01733	Nucleotide-binding protein ExpZ		
g016766	GCF_008079315:NZ_VOMA01000065.1:5296-5961	GCF_008079315:MHENOKFM_01737	putative inner membrane transporter YicL		
g016767	GCF_008079315:NZ_VOMA01000065.1:6044-6982	GCF_008079315:MHENOKFM_01738	putative inner membrane transporter YicL		
g016768	GCF_008079315:NZ_VOMA01000065.1:8579-8262	GCF_008079315:MHENOKFM_01741	hypothetical protein		
g016769	GCF_008079315:NZ_VOMA01000068.1:3226-4095	GCF_008079315:MHENOKFM_01763	Glutaminase 1	3.5.1.2	
g016770	GCF_008079315:NZ_VOMA01000068.1:360-626	GCF_008079315:MHENOKFM_01757	hypothetical protein		
g016771	GCF_008079315:NZ_VOMA01000068.1:4559-5026	GCF_008079315:MHENOKFM_01764	Putative ribosomal N-acetyltransferase YdaF	2.3.1.-	
g016772	GCF_008079315:NZ_VOMA01000068.1:6293-6823	GCF_008079315:MHENOKFM_01767	hypothetical protein		
g016773	GCF_008079315:NZ_VOMA01000068.1:7491-8048	GCF_008079315:MHENOKFM_01769	hypothetical protein		
g016774	GCF_008079315:NZ_VOMA01000069.1:8173-7238	GCF_008079315:MHENOKFM_01780	Phosphate-import protein PhnD		
g016775	GCF_008079315:NZ_VOMA01000071.1:245-643	GCF_008079315:MHENOKFM_01856	hypothetical protein		
g016776	GCF_008079315:NZ_VOMA01000071.1:6137-5595	GCF_008079315:MHENOKFM_01858	Acetyl-CoA:oxalate CoA-transferase	2.8.3.19	
g016777	GCF_008079315:NZ_VOMA01000072.1:2685-4847	GCF_008079315:MHENOKFM_01864	Lactococcin-G-processing and transport ATP-binding protein LagD	3.4.22.-	
g016778	GCF_008079315:NZ_VOMA01000072.1:470-1876	GCF_008079315:MHENOKFM_01862	hypothetical protein		
g016779	GCF_008079315:NZ_VOMA01000073.1:101-1471	GCF_008079315:MHENOKFM_01869	hypothetical protein		
g016780	GCF_008079315:NZ_VOMA01000074.1:171-1	GCF_008079315:MHENOKFM_01875	hypothetical protein		
g016781	GCF_008079315:NZ_VOMA01000076.1:5422-3380	GCF_008079315:MHENOKFM_01892	hypothetical protein		
g016782	GCF_008079315:NZ_VOMA01000076.1:5755-5438	GCF_008079315:MHENOKFM_01893	hypothetical protein		
g016783	GCF_008079315:NZ_VOMA01000076.1:6404-5775	GCF_008079315:MHENOKFM_01894	hypothetical protein		
g016784	GCF_008079315:NZ_VOMA01000078.1:4921-878	GCF_008079315:MHENOKFM_01898	hypothetical protein		
g016785	GCF_008079315:NZ_VOMA01000079.1:2765-2211	GCF_008079315:MHENOKFM_01900	hypothetical protein		
g016786	GCF_008079315:NZ_VOMA01000079.1:2975-3124	GCF_008079315:MHENOKFM_01901	hypothetical protein		
g016787	GCF_008079315:NZ_VOMA01000079.1:3972-3172	GCF_008079315:MHENOKFM_01902	hypothetical protein		
g016788	GCF_008079315:NZ_VOMA01000079.1:4837-3965	GCF_008079315:MHENOKFM_01903	hypothetical protein		
g016789	GCF_008079315:NZ_VOMA01000080.1:2610-2822	GCF_008079315:MHENOKFM_01951	hypothetical protein		
g016790	GCF_008079315:NZ_VOMA01000080.1:4665-3970	GCF_008079315:MHENOKFM_01954	hypothetical protein		
g016791	GCF_008079315:NZ_VOMA01000081.1:124-543	GCF_008079315:MHENOKFM_01955	hypothetical protein		
g016792	GCF_008079315:NZ_VOMA01000081.1:4219-3602	GCF_008079315:MHENOKFM_01958	Glyoxal reductase	1.1.1.-	
g016793	GCF_008079315:NZ_VOMA01000084.1:1471-1974	GCF_008079315:MHENOKFM_01969	Amino-acid permease RocE		
g016794	GCF_008079315:NZ_VOMA01000086.1:1344-1556	GCF_008079315:MHENOKFM_01975	hypothetical protein		
g016795	GCF_008079315:NZ_VOMA01000088.1:3026-2295	GCF_008079315:MHENOKFM_01982	hypothetical protein		
g016796	GCF_008079315:NZ_VOMA01000090.1:53-298	GCF_008079315:MHENOKFM_02026	hypothetical protein		
g016797	GCF_008079315:NZ_VOMA01000092.1:2836-2213	GCF_008079315:MHENOKFM_02036	hypothetical protein		
g016798	GCF_008079315:NZ_VOMA01000093.1:69-575	GCF_008079315:MHENOKFM_02037	Bifunctional F420 biosynthesis protein FbiB	6.3.2.34	
g016799	GCF_008079315:NZ_VOMA01000094.1:151-531	GCF_008079315:MHENOKFM_02041	hypothetical protein		
g016800	GCF_008079315:NZ_VOMA01000094.1:1861-1103	GCF_008079315:MHENOKFM_02042	hypothetical protein		
g016801	GCF_008079315:NZ_VOMA01000095.1:565-5	GCF_008079315:MHENOKFM_02044	hypothetical protein		
g016802	GCF_008079315:NZ_VOMA01000098.1:1192-602	GCF_008079315:MHENOKFM_02052	hypothetical protein		
g016803	GCF_008079315:NZ_VOMA01000098.1:608-153	GCF_008079315:MHENOKFM_02051	hypothetical protein		
g016804	GCF_008694205:NZ_VYYV01000001.1:102766-103356	GCF_008694205:NBLDMDMA_00101	hypothetical protein		
g016805	GCF_008694205:NZ_VYYV01000001.1:103325-103582	GCF_008694205:NBLDMDMA_00102	hypothetical protein		
g016806	GCF_008694205:NZ_VYYV01000001.1:104468-104743	GCF_008694205:NBLDMDMA_00104	hypothetical protein		
g016807	GCF_008694205:NZ_VYYV01000001.1:1053947-1054462	GCF_008694205:NBLDMDMA_01046	hypothetical protein		
g016808	GCF_008694205:NZ_VYYV01000001.1:1060450-1059926	GCF_008694205:NBLDMDMA_01053	hypothetical protein		
g016809	GCF_008694205:NZ_VYYV01000001.1:1061478-1060540	GCF_008694205:NBLDMDMA_01054	Mrr restriction system protein		
g016810	GCF_008694205:NZ_VYYV01000001.1:1062394-1061486	GCF_008694205:NBLDMDMA_01055	hypothetical protein		
g016811	GCF_008694205:NZ_VYYV01000001.1:1063666-1062443	GCF_008694205:NBLDMDMA_01056	hypothetical protein		
g016812	GCF_008694205:NZ_VYYV01000001.1:1065097-1063718	GCF_008694205:NBLDMDMA_01057	hypothetical protein		
g016813	GCF_008694205:NZ_VYYV01000001.1:1066562-1065111	GCF_008694205:NBLDMDMA_01058	hypothetical protein		
g016814	GCF_008694205:NZ_VYYV01000001.1:1073750-1072284	GCF_008694205:NBLDMDMA_01062	hypothetical protein		
g016815	GCF_008694205:NZ_VYYV01000001.1:1109529-1109152	GCF_008694205:NBLDMDMA_01094	Putative fluoride ion transporter CrcB		
g016816	GCF_008694205:NZ_VYYV01000001.1:1125490-1124486	GCF_008694205:NBLDMDMA_01111	hypothetical protein		
g016817	GCF_008694205:NZ_VYYV01000001.1:1130791-1131048	GCF_008694205:NBLDMDMA_01118	hypothetical protein		
g016818	GCF_008694205:NZ_VYYV01000001.1:1131157-1131438	GCF_008694205:NBLDMDMA_01119	hypothetical protein		
g016819	GCF_008694205:NZ_VYYV01000001.1:1154477-1153788	GCF_008694205:NBLDMDMA_01150	Riboflavin transporter RibU		
g016820	GCF_008694205:NZ_VYYV01000001.1:1179332-1178826	GCF_008694205:NBLDMDMA_01174	putative oxidoreductase/MSMEI_2347	1.-.-.-	
g016821	GCF_008694205:NZ_VYYV01000001.1:1213590-1212526	GCF_008694205:NBLDMDMA_01206	Methionine import ATP-binding protein MetN	3.6.3.-	
g016822	GCF_008694205:NZ_VYYV01000001.1:1242188-1241490	GCF_008694205:NBLDMDMA_01235	hypothetical protein		
g016823	GCF_008694205:NZ_VYYV01000001.1:1252928-1253533	GCF_008694205:NBLDMDMA_01247	Transcriptional regulatory protein DesR		
g016824	GCF_008694205:NZ_VYYV01000001.1:1255242-1254898	GCF_008694205:NBLDMDMA_01249	hypothetical protein		
g016825	GCF_008694205:NZ_VYYV01000001.1:1291241-1290696	GCF_008694205:NBLDMDMA_01278	hypothetical protein		
g016826	GCF_008694205:NZ_VYYV01000001.1:1293451-1295061	GCF_008694205:NBLDMDMA_01282	hypothetical protein		
g016827	GCF_008694205:NZ_VYYV01000001.1:135434-136180	GCF_008694205:NBLDMDMA_00141	hypothetical protein		
g016828	GCF_008694205:NZ_VYYV01000001.1:1419340-1418498	GCF_008694205:NBLDMDMA_01405	hypothetical protein		
g016829	GCF_008694205:NZ_VYYV01000001.1:154287-155069	GCF_008694205:NBLDMDMA_00158	hypothetical protein		
g016830	GCF_008694205:NZ_VYYV01000001.1:1546707-1545565	GCF_008694205:NBLDMDMA_01533	UDP-N-acetylglucosamine 2-epimerase	5.1.3.14	
g016831	GCF_008694205:NZ_VYYV01000001.1:1602000-1601197	GCF_008694205:NBLDMDMA_01584	hypothetical protein		
g016832	GCF_008694205:NZ_VYYV01000001.1:1609814-1610647	GCF_008694205:NBLDMDMA_01592	hypothetical protein		
g016833	GCF_008694205:NZ_VYYV01000001.1:1610640-1611839	GCF_008694205:NBLDMDMA_01593	Staphyloferrin B transporter		
g016834	GCF_008694205:NZ_VYYV01000001.1:164828-164451	GCF_008694205:NBLDMDMA_00168	hypothetical protein		
g016835	GCF_008694205:NZ_VYYV01000001.1:166907-167875	GCF_008694205:NBLDMDMA_00170	hypothetical protein		
g016836	GCF_008694205:NZ_VYYV01000001.1:167945-168112	GCF_008694205:NBLDMDMA_00171	hypothetical protein		
g016837	GCF_008694205:NZ_VYYV01000001.1:169421-169945	GCF_008694205:NBLDMDMA_00173	hypothetical protein		
g016838	GCF_008694205:NZ_VYYV01000001.1:1773814-1773536	GCF_008694205:NBLDMDMA_01752	hypothetical protein		
g016839	GCF_008694205:NZ_VYYV01000001.1:1802661-1802933	GCF_008694205:NBLDMDMA_01780	hypothetical protein		
g016840	GCF_008694205:NZ_VYYV01000001.1:1816322-1815300	GCF_008694205:NBLDMDMA_01792	hypothetical protein		
g016841	GCF_008694205:NZ_VYYV01000001.1:1910740-1910471	GCF_008694205:NBLDMDMA_01899	hypothetical protein		
g016842	GCF_008694205:NZ_VYYV01000001.1:1974772-1973831	GCF_008694205:NBLDMDMA_01963	Putative penicillin-binding protein PbpX		
g016843	GCF_008694205:NZ_VYYV01000001.1:1986452-1986721	GCF_008694205:NBLDMDMA_01976	Toxin RelK	3.1.-.-	
g016844	GCF_008694205:NZ_VYYV01000001.1:1989205-1988660	GCF_008694205:NBLDMDMA_01978	hypothetical protein		
g016845	GCF_008694205:NZ_VYYV01000001.1:1990661-1990305	GCF_008694205:NBLDMDMA_01980	hypothetical protein		
g016846	GCF_008694205:NZ_VYYV01000001.1:2022740-2022994	GCF_008694205:NBLDMDMA_02012	hypothetical protein		
g016847	GCF_008694205:NZ_VYYV01000001.1:26351-30589	GCF_008694205:NBLDMDMA_00027	hypothetical protein		
g016848	GCF_008694205:NZ_VYYV01000001.1:286631-285207	GCF_008694205:NBLDMDMA_00284	Dipeptidase A	3.4.-.-	
g016849	GCF_008694205:NZ_VYYV01000001.1:292833-301478	GCF_008694205:NBLDMDMA_00290	hypothetical protein		
g016850	GCF_008694205:NZ_VYYV01000001.1:303488-304021	GCF_008694205:NBLDMDMA_00296	Zinc-type alcohol dehydrogenase-like protein		
g016851	GCF_008694205:NZ_VYYV01000001.1:306075-306719	GCF_008694205:NBLDMDMA_00299	Zinc-type alcohol dehydrogenase-like protein		
g016852	GCF_008694205:NZ_VYYV01000001.1:329215-328508	GCF_008694205:NBLDMDMA_00320	hypothetical protein		
g016853	GCF_008694205:NZ_VYYV01000001.1:377761-380352	GCF_008694205:NBLDMDMA_00381	hypothetical protein		
g016854	GCF_008694205:NZ_VYYV01000001.1:380349-380873	GCF_008694205:NBLDMDMA_00382	hypothetical protein		
g016855	GCF_008694205:NZ_VYYV01000001.1:43-1368	GCF_008694205:NBLDMDMA_00001	Chromosomal replication initiator protein DnaA		
g016856	GCF_008694205:NZ_VYYV01000001.1:452771-454696	GCF_008694205:NBLDMDMA_00458	DNA mismatch repair protein MutL		
g016857	GCF_008694205:NZ_VYYV01000001.1:49769-49494	GCF_008694205:NBLDMDMA_00048	hypothetical protein		
g016858	GCF_008694205:NZ_VYYV01000001.1:50468-49785	GCF_008694205:NBLDMDMA_00049	hypothetical protein		
g016859	GCF_008694205:NZ_VYYV01000001.1:505050-505142	GCF_008694205:NBLDMDMA_00532	tRNA-Ser(gga)		
g016860	GCF_008694205:NZ_VYYV01000001.1:514673-516103	GCF_008694205:NBLDMDMA_00542	Cytochrome bd ubiquinol oxidase subunit 1	1.10.3.-	
g016861	GCF_008694205:NZ_VYYV01000001.1:542524-543303	GCF_008694205:NBLDMDMA_00569	Accessory gene regulator protein A		
g016862	GCF_008694205:NZ_VYYV01000001.1:549076-547967	GCF_008694205:NBLDMDMA_00577	hypothetical protein		
g016863	GCF_008694205:NZ_VYYV01000001.1:558876-557449	GCF_008694205:NBLDMDMA_00587	6-phospho-beta-glucosidase BglA	3.2.1.86	
g016864	GCF_008694205:NZ_VYYV01000001.1:559137-560477	GCF_008694205:NBLDMDMA_00588	Lichenan permease IIC component		
g016865	GCF_008694205:NZ_VYYV01000001.1:573084-573323	GCF_008694205:NBLDMDMA_00598	hypothetical protein		
g016866	GCF_008694205:NZ_VYYV01000001.1:577860-578516	GCF_008694205:NBLDMDMA_00605	tRNA (guanine-N(7)-)-methyltransferase	2.1.1.33	
g016867	GCF_008694205:NZ_VYYV01000001.1:584592-584254	GCF_008694205:NBLDMDMA_00612	hypothetical protein		
g016868	GCF_008694205:NZ_VYYV01000001.1:586836-587816	GCF_008694205:NBLDMDMA_00616	hypothetical protein		
g016869	GCF_008694205:NZ_VYYV01000001.1:592846-593448	GCF_008694205:NBLDMDMA_00621	Dephospho-CoA kinase	2.7.1.24	
g016870	GCF_008694205:NZ_VYYV01000001.1:602148-602912	GCF_008694205:NBLDMDMA_00631	hypothetical protein		
g016871	GCF_008694205:NZ_VYYV01000001.1:602943-603473	GCF_008694205:NBLDMDMA_00632	Streptothricin acetyltransferase A	2.3.-.-	
g016872	GCF_008694205:NZ_VYYV01000001.1:605886-604885	GCF_008694205:NBLDMDMA_00636	Adenosine deaminase	3.5.4.4	
g016873	GCF_008694205:NZ_VYYV01000001.1:640581-639802	GCF_008694205:NBLDMDMA_00673	hypothetical protein		
g016874	GCF_008694205:NZ_VYYV01000001.1:676700-674820	GCF_008694205:NBLDMDMA_00706	Beta-galactosidase large subunit	3.2.1.23	
g016875	GCF_008694205:NZ_VYYV01000001.1:730175-730612	GCF_008694205:NBLDMDMA_00756	Peptide methionine sulfoxide reductase MsrB	1.8.4.12	
g016876	GCF_008694205:NZ_VYYV01000001.1:778187-779173	GCF_008694205:NBLDMDMA_00806	Oligopeptide transport ATP-binding protein OppF		
g016877	GCF_008694205:NZ_VYYV01000001.1:781238-783061	GCF_008694205:NBLDMDMA_00809	Oligopeptide-binding protein AppA		
g016878	GCF_008694205:NZ_VYYV01000001.1:792239-792355	GCF_008694205:NBLDMDMA_00815	hypothetical protein		
g016879	GCF_008694205:NZ_VYYV01000001.1:816344-820183	GCF_008694205:NBLDMDMA_00839	hypothetical protein		
g016880	GCF_008694205:NZ_VYYV01000001.1:867744-868538	GCF_008694205:NBLDMDMA_00881	Arginine deiminase	3.5.3.6	
g016881	GCF_008694205:NZ_VYYV01000001.1:872929-873468	GCF_008694205:NBLDMDMA_00889	hypothetical protein		
g016882	GCF_008694205:NZ_VYYV01000001.1:895446-894724	GCF_008694205:NBLDMDMA_00907	hypothetical protein		
g016883	GCF_008694205:NZ_VYYV01000001.1:896053-895502	GCF_008694205:NBLDMDMA_00908	hypothetical protein		
g016884	GCF_008694205:NZ_VYYV01000001.1:897194-896055	GCF_008694205:NBLDMDMA_00909	hypothetical protein		
g016885	GCF_008694205:NZ_VYYV01000001.1:897526-897191	GCF_008694205:NBLDMDMA_00910	hypothetical protein		
g016886	GCF_008694205:NZ_VYYV01000001.1:898330-897812	GCF_008694205:NBLDMDMA_00912	hypothetical protein		
g016887	GCF_008694205:NZ_VYYV01000001.1:931403-930975	GCF_008694205:NBLDMDMA_00933	ISL3 family transposase ISLjo2		
g016888	GCF_008694205:NZ_VYYV01000001.1:933382-934176	GCF_008694205:NBLDMDMA_00937	putative ABC transporter ATP-binding protein		
g016889	GCF_008694205:NZ_VYYV01000001.1:938440-938763	GCF_008694205:NBLDMDMA_00942	Fe-S protein maturation auxiliary factor SufT		
g016890	GCF_008694205:NZ_VYYV01000001.1:940910-941812	GCF_008694205:NBLDMDMA_00946	GTPase Era		
g016891	GCF_008694205:NZ_VYYV01000001.1:962583-961657	GCF_008694205:NBLDMDMA_00961	ISL3 family transposase ISLhe2		
g016892	GCF_008694205:NZ_VYYV01000001.1:989426-989923	GCF_008694205:NBLDMDMA_00985	hypothetical protein		
g016893	GCF_008694205:NZ_VYYV01000002.1:103732-103124	GCF_008694205:NBLDMDMA_02149	hypothetical protein		
g016894	GCF_008694205:NZ_VYYV01000002.1:105050-104514	GCF_008694205:NBLDMDMA_02152	hypothetical protein		
g016895	GCF_008694205:NZ_VYYV01000002.1:107426-107151	GCF_008694205:NBLDMDMA_02157	hypothetical protein		
g016896	GCF_008694205:NZ_VYYV01000002.1:111297-110323	GCF_008694205:NBLDMDMA_02161	hypothetical protein		
g016897	GCF_008694205:NZ_VYYV01000002.1:129871-129377	GCF_008694205:NBLDMDMA_02180	hypothetical protein		
g016898	GCF_008694205:NZ_VYYV01000002.1:13294-13605	GCF_008694205:NBLDMDMA_02057	hypothetical protein		
g016899	GCF_008694205:NZ_VYYV01000002.1:137809-137612	GCF_008694205:NBLDMDMA_02185	hypothetical protein		
g016900	GCF_008694205:NZ_VYYV01000002.1:1484-1218	GCF_008694205:NBLDMDMA_02042	hypothetical protein		
g016901	GCF_008694205:NZ_VYYV01000002.1:150657-151028	GCF_008694205:NBLDMDMA_02198	hypothetical protein		
g016902	GCF_008694205:NZ_VYYV01000002.1:159742-159635	GCF_008694205:NBLDMDMA_02208	hypothetical protein		
g016903	GCF_008694205:NZ_VYYV01000002.1:161249-160758	GCF_008694205:NBLDMDMA_02211	hypothetical protein		
g016904	GCF_008694205:NZ_VYYV01000002.1:1741-1463	GCF_008694205:NBLDMDMA_02043	hypothetical protein		
g016905	GCF_008694205:NZ_VYYV01000002.1:29172-32120	GCF_008694205:NBLDMDMA_02072	hypothetical protein		
g016906	GCF_008694205:NZ_VYYV01000002.1:46329-46697	GCF_008694205:NBLDMDMA_02088	hypothetical protein		
g016907	GCF_008694205:NZ_VYYV01000002.1:6224-6565	GCF_008694205:NBLDMDMA_02047	hypothetical protein		
g016908	GCF_008694205:NZ_VYYV01000002.1:6578-6844	GCF_008694205:NBLDMDMA_02048	hypothetical protein		
g016909	GCF_008694205:NZ_VYYV01000002.1:70643-71533	GCF_008694205:NBLDMDMA_02110	hypothetical protein		
g016910	GCF_008694205:NZ_VYYV01000002.1:74243-73968	GCF_008694205:NBLDMDMA_02114	hypothetical protein		
g016911	GCF_008694205:NZ_VYYV01000002.1:79199-78903	GCF_008694205:NBLDMDMA_02122	hypothetical protein		
g016912	GCF_008694205:NZ_VYYV01000002.1:97301-97011	GCF_008694205:NBLDMDMA_02140	hypothetical protein		
g016913	GCF_008694745:NZ_VUAT01000001.1:114-1658	GCF_008694745:JMFPJLNM_00662	Cyclic-di-AMP phosphodiesterase GdpP	3.1.4.59	
g016914	GCF_008694745:NZ_VUAT01000004.1:1094-1219	GCF_008694745:JMFPJLNM_01376	hypothetical protein		
g016915	GCF_008694745:NZ_VUAT01000005.1:45-854	GCF_008694745:JMFPJLNM_01437	hypothetical protein		
g016916	GCF_008694745:NZ_VUAT01000006.1:458-243	GCF_008694745:JMFPJLNM_00994	hypothetical protein		
g016917	GCF_008694745:NZ_VUAT01000010.1:981-175	GCF_008694745:JMFPJLNM_00972	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit	2.4.1.-	
g016918	GCF_008694745:NZ_VUAT01000012.1:1726-1301	GCF_008694745:JMFPJLNM_00544	Putative hemin import ATP-binding protein HrtA	3.6.3.-	
g016919	GCF_008694745:NZ_VUAT01000013.1:2137-1325	GCF_008694745:JMFPJLNM_00581	Putative glycosyltransferase EpsH	2.4.-.-	
g016920	GCF_008694745:NZ_VUAT01000016.1:30-581	GCF_008694745:JMFPJLNM_01859	hypothetical protein		
g016921	GCF_008694745:NZ_VUAT01000016.1:3030-2644	GCF_008694745:JMFPJLNM_01862	Glycerol-3-phosphate cytidylyltransferase	2.7.7.39	
g016922	GCF_008694745:NZ_VUAT01000017.1:33-1826	GCF_008694745:JMFPJLNM_00632	hypothetical protein		
g016923	GCF_008694745:NZ_VUAT01000017.1:4491-3538	GCF_008694745:JMFPJLNM_00635	Oligopeptide-binding protein AppA		
