Gene_family	Centroid_gene_ID	GFF_locus_tag	Product	EC_number	Protein_id
g029186	GCF_009649495:NZ_WJNB01000002.1:316397-316026	GCF_009649495:AFCMLCMP_01172	hypothetical protein		
g029187	GCF_009649495:NZ_WJNB01000002.1:319817-318642	GCF_009649495:AFCMLCMP_01176	hypothetical protein		
g029188	GCF_009649495:NZ_WJNB01000002.1:321877-320006	GCF_009649495:AFCMLCMP_01178	hypothetical protein		
g029189	GCF_009649495:NZ_WJNB01000002.1:322891-322454	GCF_009649495:AFCMLCMP_01180	hypothetical protein		
g029190	GCF_009649495:NZ_WJNB01000002.1:324427-323981	GCF_009649495:AFCMLCMP_01183	hypothetical protein		
g029191	GCF_009649495:NZ_WJNB01000002.1:32563-31673	GCF_009649495:AFCMLCMP_00892	hypothetical protein		
g029192	GCF_009649495:NZ_WJNB01000002.1:33320-32673	GCF_009649495:AFCMLCMP_00893	Tyrosine recombinase XerC		
g029193	GCF_009649495:NZ_WJNB01000002.1:34191-33337	GCF_009649495:AFCMLCMP_00894	hypothetical protein		
g029194	GCF_009649495:NZ_WJNB01000002.1:34607-35614	GCF_009649495:AFCMLCMP_00895	Levansucrase	2.4.1.10	
g029195	GCF_009649495:NZ_WJNB01000002.1:35717-36955	GCF_009649495:AFCMLCMP_00896	Levansucrase	2.4.1.10	
g029196	GCF_009649495:NZ_WJNB01000002.1:3744-4994	GCF_009649495:AFCMLCMP_00862	H(+)/Cl(-) exchange transporter ClcA		
g029197	GCF_009649495:NZ_WJNB01000002.1:38350-37277	GCF_009649495:AFCMLCMP_00897	Tyrosine recombinase XerS		
g029198	GCF_009649495:NZ_WJNB01000002.1:38770-38904	GCF_009649495:AFCMLCMP_00899	hypothetical protein		
g029199	GCF_009649495:NZ_WJNB01000002.1:40223-39870	GCF_009649495:AFCMLCMP_00908	hypothetical protein		
g029200	GCF_009649495:NZ_WJNB01000002.1:40965-40318	GCF_009649495:AFCMLCMP_00909	hypothetical protein		
g029201	GCF_009649495:NZ_WJNB01000002.1:41803-42159	GCF_009649495:AFCMLCMP_00911	hypothetical protein		
g029202	GCF_009649495:NZ_WJNB01000002.1:42172-42993	GCF_009649495:AFCMLCMP_00912	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI	3.1.3.104	
g029203	GCF_009649495:NZ_WJNB01000002.1:43539-43057	GCF_009649495:AFCMLCMP_00913	Nucleoside deoxyribosyltransferase	2.4.2.6	
g029204	GCF_009649495:NZ_WJNB01000002.1:44820-43702	GCF_009649495:AFCMLCMP_00914	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	2.1.1.14	
g029205	GCF_009649495:NZ_WJNB01000002.1:45351-45196	GCF_009649495:AFCMLCMP_00915	hypothetical protein		
g029206	GCF_009649495:NZ_WJNB01000002.1:46234-45344	GCF_009649495:AFCMLCMP_00916	hypothetical protein		
g029207	GCF_009649495:NZ_WJNB01000002.1:46920-46282	GCF_009649495:AFCMLCMP_00917	hypothetical protein		
g029208	GCF_009649495:NZ_WJNB01000002.1:47373-46930	GCF_009649495:AFCMLCMP_00918	hypothetical protein		
g029209	GCF_009649495:NZ_WJNB01000002.1:47487-47756	GCF_009649495:AFCMLCMP_00919	hypothetical protein		
g029210	GCF_009649495:NZ_WJNB01000002.1:50120-47805	GCF_009649495:AFCMLCMP_00920	hypothetical protein		
g029211	GCF_009649495:NZ_WJNB01000002.1:51138-50287	GCF_009649495:AFCMLCMP_00921	hypothetical protein		
g029212	GCF_009649495:NZ_WJNB01000002.1:52638-51250	GCF_009649495:AFCMLCMP_00922	putative transport protein YifK		
g029213	GCF_009649495:NZ_WJNB01000002.1:54641-52926	GCF_009649495:AFCMLCMP_00923	hypothetical protein		
g029214	GCF_009649495:NZ_WJNB01000002.1:56536-54761	GCF_009649495:AFCMLCMP_00924	1-deoxy-D-xylulose-5-phosphate synthase	2.2.1.7	
g029215	GCF_009649495:NZ_WJNB01000002.1:56706-57956	GCF_009649495:AFCMLCMP_00925	hypothetical protein		
g029216	GCF_009649495:NZ_WJNB01000002.1:5760-5113	GCF_009649495:AFCMLCMP_00863	Thiamine-phosphate synthase	2.5.1.3	
g029217	GCF_009649495:NZ_WJNB01000002.1:57959-58651	GCF_009649495:AFCMLCMP_00926	hypothetical protein		
g029218	GCF_009649495:NZ_WJNB01000002.1:61222-58709	GCF_009649495:AFCMLCMP_00927	UvrABC system protein A		
g029219	GCF_009649495:NZ_WJNB01000002.1:61576-61238	GCF_009649495:AFCMLCMP_00928	Putative fluoride ion transporter CrcB		
g029220	GCF_009649495:NZ_WJNB01000002.1:61946-61569	GCF_009649495:AFCMLCMP_00929	Putative fluoride ion transporter CrcB		
g029221	GCF_009649495:NZ_WJNB01000002.1:62053-62445	GCF_009649495:AFCMLCMP_00930	Virulence protein		
g029222	GCF_009649495:NZ_WJNB01000002.1:63308-62493	GCF_009649495:AFCMLCMP_00931	hypothetical protein		
g029223	GCF_009649495:NZ_WJNB01000002.1:65048-63312	GCF_009649495:AFCMLCMP_00932	protein kinase UbiB	2.7.-.-	
g029224	GCF_009649495:NZ_WJNB01000002.1:65188-66543	GCF_009649495:AFCMLCMP_00933	hypothetical protein		
g029225	GCF_009649495:NZ_WJNB01000002.1:6574-5750	GCF_009649495:AFCMLCMP_00864	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	2.7.1.49	
g029226	GCF_009649495:NZ_WJNB01000002.1:67021-66593	GCF_009649495:AFCMLCMP_00934	Transcriptional repressor CopY		
g029227	GCF_009649495:NZ_WJNB01000002.1:67177-68565	GCF_009649495:AFCMLCMP_00935	putative multidrug resistance protein EmrY		
g029228	GCF_009649495:NZ_WJNB01000002.1:70149-69673	GCF_009649495:AFCMLCMP_00938	hypothetical protein		
g029229	GCF_009649495:NZ_WJNB01000002.1:7376-6567	GCF_009649495:AFCMLCMP_00865	Hydroxyethylthiazole kinase	2.7.1.50	
g029230	GCF_009649495:NZ_WJNB01000002.1:75093-74758	GCF_009649495:AFCMLCMP_00944	hypothetical protein		
g029231	GCF_009649495:NZ_WJNB01000002.1:7662-7967	GCF_009649495:AFCMLCMP_00866	hypothetical protein		
g029232	GCF_009649495:NZ_WJNB01000002.1:76799-75330	GCF_009649495:AFCMLCMP_00945	Uronate isomerase	5.3.1.12	
g029233	GCF_009649495:NZ_WJNB01000002.1:78352-76802	GCF_009649495:AFCMLCMP_00946	hypothetical protein		
g029234	GCF_009649495:NZ_WJNB01000002.1:7967-9898	GCF_009649495:AFCMLCMP_00867	hypothetical protein		
g029235	GCF_009649495:NZ_WJNB01000002.1:79867-78530	GCF_009649495:AFCMLCMP_00947	High-affinity gluconate transporter		
g029236	GCF_009649495:NZ_WJNB01000002.1:82617-80986	GCF_009649495:AFCMLCMP_00949	Polyol:NADP oxidoreductase	1.1.1.-	
g029237	GCF_009649495:NZ_WJNB01000002.1:84570-83545	GCF_009649495:AFCMLCMP_00951	2-dehydro-3-deoxygluconokinase	2.7.1.45	
g029238	GCF_009649495:NZ_WJNB01000002.1:86094-84589	GCF_009649495:AFCMLCMP_00952	Altronate dehydratase	4.2.1.7	
g029239	GCF_009649495:NZ_WJNB01000002.1:86791-86135	GCF_009649495:AFCMLCMP_00953	KHG/KDPG aldolase		
g029240	GCF_009649495:NZ_WJNB01000002.1:87691-86810	GCF_009649495:AFCMLCMP_00954	Protein LacX, plasmid		
g029241	GCF_009649495:NZ_WJNB01000002.1:89189-87705	GCF_009649495:AFCMLCMP_00955	Altronate dehydratase	4.2.1.7	
g029242	GCF_009649495:NZ_WJNB01000002.1:90616-89195	GCF_009649495:AFCMLCMP_00956	Altronate oxidoreductase	1.1.1.58	
g029243	GCF_009649495:NZ_WJNB01000002.1:91083-90904	GCF_009649495:AFCMLCMP_00957	hypothetical protein		
g029244	GCF_009649495:NZ_WJNB01000002.1:92596-91385	GCF_009649495:AFCMLCMP_00958	hypothetical protein		
g029245	GCF_009649495:NZ_WJNB01000002.1:94135-92666	GCF_009649495:AFCMLCMP_00959	Uronate isomerase	5.3.1.12	
g029246	GCF_009649495:NZ_WJNB01000002.1:95659-94181	GCF_009649495:AFCMLCMP_00960	putative symporter YjmB		
g029247	GCF_009649495:NZ_WJNB01000002.1:96894-95884	GCF_009649495:AFCMLCMP_00961	putative HTH-type transcriptional repressor ExuR		
g029248	GCF_009649495:NZ_WJNB01000002.1:97048-97938	GCF_009649495:AFCMLCMP_00962	putative oxidoreductase/MSMEI_2347	1.-.-.-	
g029249	GCF_009649495:NZ_WJNB01000002.1:98089-98355	GCF_009649495:AFCMLCMP_00963	hypothetical protein		
g029250	GCF_009649495:NZ_WJNB01000002.1:98374-99717	GCF_009649495:AFCMLCMP_00964	hypothetical protein		
g029251	GCF_009649495:NZ_WJNB01000003.1:100129-100605	GCF_009649495:AFCMLCMP_01282	Putative universal stress protein		
g029252	GCF_009649495:NZ_WJNB01000003.1:100778-101461	GCF_009649495:AFCMLCMP_01283	hypothetical protein		
g029253	GCF_009649495:NZ_WJNB01000003.1:101473-102168	GCF_009649495:AFCMLCMP_01284	hypothetical protein		
g029254	GCF_009649495:NZ_WJNB01000003.1:103191-102268	GCF_009649495:AFCMLCMP_01285	Cadmium, cobalt and zinc/H(+)-K(+) antiporter		
g029255	GCF_009649495:NZ_WJNB01000003.1:103375-104043	GCF_009649495:AFCMLCMP_01286	HTH-type transcriptional regulator MntR		
g029256	GCF_009649495:NZ_WJNB01000003.1:104190-104390	GCF_009649495:AFCMLCMP_01287	Cold shock-like protein CspLA		
g029257	GCF_009649495:NZ_WJNB01000003.1:104490-105245	GCF_009649495:AFCMLCMP_01288	hypothetical protein		
g029258	GCF_009649495:NZ_WJNB01000003.1:105257-105730	GCF_009649495:AFCMLCMP_01289	hypothetical protein		
g029259	GCF_009649495:NZ_WJNB01000003.1:105786-106460	GCF_009649495:AFCMLCMP_01290	hypothetical protein		
g029260	GCF_009649495:NZ_WJNB01000003.1:106545-107000	GCF_009649495:AFCMLCMP_01291	hypothetical protein		
g029261	GCF_009649495:NZ_WJNB01000003.1:107322-108797	GCF_009649495:AFCMLCMP_01292	Lysine-specific permease		
g029262	GCF_009649495:NZ_WJNB01000003.1:108897-109538	GCF_009649495:AFCMLCMP_01293	Deoxyadenosine kinase	2.7.1.76	
g029263	GCF_009649495:NZ_WJNB01000003.1:111424-110465	GCF_009649495:AFCMLCMP_01299	putative protein		
g029264	GCF_009649495:NZ_WJNB01000003.1:111723-112745	GCF_009649495:AFCMLCMP_01300	Alcohol dehydrogenase 1	1.1.1.1	
g029265	GCF_009649495:NZ_WJNB01000003.1:112905-113372	GCF_009649495:AFCMLCMP_01301	Transcriptional regulator CtsR		
g029266	GCF_009649495:NZ_WJNB01000003.1:113387-115879	GCF_009649495:AFCMLCMP_01302	ATP-dependent Clp protease ATP-binding subunit ClpC		
g029267	GCF_009649495:NZ_WJNB01000003.1:11413-11862	GCF_009649495:AFCMLCMP_01200	Urease accessory protein UreE		
g029268	GCF_009649495:NZ_WJNB01000003.1:116148-116750	GCF_009649495:AFCMLCMP_01303	hypothetical protein		
g029269	GCF_009649495:NZ_WJNB01000003.1:116984-120592	GCF_009649495:AFCMLCMP_01304	DNA-directed RNA polymerase subunit beta	2.7.7.6	
g029270	GCF_009649495:NZ_WJNB01000003.1:11876-12586	GCF_009649495:AFCMLCMP_01201	Urease accessory protein UreF		
g029271	GCF_009649495:NZ_WJNB01000003.1:120636-124271	GCF_009649495:AFCMLCMP_01305	DNA-directed RNA polymerase subunit beta'	2.7.7.6	
g029272	GCF_009649495:NZ_WJNB01000003.1:124337-125515	GCF_009649495:AFCMLCMP_01306	hypothetical protein		
g029273	GCF_009649495:NZ_WJNB01000003.1:12613-13239	GCF_009649495:AFCMLCMP_01202	Urease accessory protein UreG		
g029274	GCF_009649495:NZ_WJNB01000003.1:126242-125571	GCF_009649495:AFCMLCMP_01307	Type 4 prepilin-like proteins leader peptide-processing enzyme		
g029275	GCF_009649495:NZ_WJNB01000003.1:127557-129644	GCF_009649495:AFCMLCMP_01310	Elongation factor G		
g029276	GCF_009649495:NZ_WJNB01000003.1:130040-130348	GCF_009649495:AFCMLCMP_01311	30S ribosomal protein S10		
g029277	GCF_009649495:NZ_WJNB01000003.1:131701-131997	GCF_009649495:AFCMLCMP_01314	50S ribosomal protein L23		
g029278	GCF_009649495:NZ_WJNB01000003.1:13229-14083	GCF_009649495:AFCMLCMP_01203	Urease accessory protein UreD		
g029279	GCF_009649495:NZ_WJNB01000003.1:133565-134230	GCF_009649495:AFCMLCMP_01318	30S ribosomal protein S3		
g029280	GCF_009649495:NZ_WJNB01000003.1:134234-134668	GCF_009649495:AFCMLCMP_01319	50S ribosomal protein L16		
g029281	GCF_009649495:NZ_WJNB01000003.1:135629-135937	GCF_009649495:AFCMLCMP_01323	50S ribosomal protein L24		
g029282	GCF_009649495:NZ_WJNB01000003.1:135966-136508	GCF_009649495:AFCMLCMP_01324	50S ribosomal protein L5		
g029283	GCF_009649495:NZ_WJNB01000003.1:137168-137704	GCF_009649495:AFCMLCMP_01327	50S ribosomal protein L6		
g029284	GCF_009649495:NZ_WJNB01000003.1:139319-140635	GCF_009649495:AFCMLCMP_01332	Protein translocase subunit SecY		
g029285	GCF_009649495:NZ_WJNB01000003.1:140635-141294	GCF_009649495:AFCMLCMP_01333	Adenylate kinase	2.7.4.3	
g029286	GCF_009649495:NZ_WJNB01000003.1:14104-14286	GCF_009649495:AFCMLCMP_01204	Putative fluoride ion transporter CrcB		
g029287	GCF_009649495:NZ_WJNB01000003.1:141429-141647	GCF_009649495:AFCMLCMP_01334	Translation initiation factor IF-1		
g029288	GCF_009649495:NZ_WJNB01000003.1:141834-142199	GCF_009649495:AFCMLCMP_01336	30S ribosomal protein S13		
g029289	GCF_009649495:NZ_WJNB01000003.1:142710-143654	GCF_009649495:AFCMLCMP_01338	DNA-directed RNA polymerase subunit alpha	2.7.7.6	
g029290	GCF_009649495:NZ_WJNB01000003.1:14273-14485	GCF_009649495:AFCMLCMP_01205	Putative fluoride ion transporter CrcB		
g029291	GCF_009649495:NZ_WJNB01000003.1:144299-145126	GCF_009649495:AFCMLCMP_01340	Energy-coupling factor transporter ATP-binding protein EcfA1	7.-.-.-	
g029292	GCF_009649495:NZ_WJNB01000003.1:14502-14912	GCF_009649495:AFCMLCMP_01206	Putative fluoride ion transporter CrcB		
g029293	GCF_009649495:NZ_WJNB01000003.1:145102-145968	GCF_009649495:AFCMLCMP_01341	Energy-coupling factor transporter ATP-binding protein EcfA2	3.6.3.-	
g029294	GCF_009649495:NZ_WJNB01000003.1:145961-146764	GCF_009649495:AFCMLCMP_01342	Energy-coupling factor transporter transmembrane protein EcfT		
g029295	GCF_009649495:NZ_WJNB01000003.1:146779-147549	GCF_009649495:AFCMLCMP_01343	tRNA pseudouridine synthase A	5.4.99.12	
g029296	GCF_009649495:NZ_WJNB01000003.1:147655-148098	GCF_009649495:AFCMLCMP_01344	50S ribosomal protein L13		
g029297	GCF_009649495:NZ_WJNB01000003.1:148624-149397	GCF_009649495:AFCMLCMP_01346	Diacetyl reductase [(S)-acetoin forming]	1.1.1.304	
g029298	GCF_009649495:NZ_WJNB01000003.1:14943-15956	GCF_009649495:AFCMLCMP_01207	putative fused nickel transport protein LarMN		
g029299	GCF_009649495:NZ_WJNB01000003.1:149540-150166	GCF_009649495:AFCMLCMP_01347	Exo-glucosaminidase LytG	3.2.1.-	
g029300	GCF_009649495:NZ_WJNB01000003.1:150185-150760	GCF_009649495:AFCMLCMP_01348	Xanthine phosphoribosyltransferase	2.4.2.22	
g029301	GCF_009649495:NZ_WJNB01000003.1:150777-151910	GCF_009649495:AFCMLCMP_01349	N5-carboxyaminoimidazole ribonucleotide synthase	6.3.4.18	
g029302	GCF_009649495:NZ_WJNB01000003.1:152059-154332	GCF_009649495:AFCMLCMP_01350	ATP-dependent DNA helicase PcrA	3.6.4.12	
g029303	GCF_009649495:NZ_WJNB01000003.1:154351-156393	GCF_009649495:AFCMLCMP_01351	DNA ligase	6.5.1.2	
g029304	GCF_009649495:NZ_WJNB01000003.1:156397-157512	GCF_009649495:AFCMLCMP_01352	hypothetical protein		
g029305	GCF_009649495:NZ_WJNB01000003.1:157976-159448	GCF_009649495:AFCMLCMP_01354	Glutamyl-tRNA(Gln) amidotransferase subunit A	6.3.5.7	
g029306	GCF_009649495:NZ_WJNB01000003.1:15925-16770	GCF_009649495:AFCMLCMP_01208	Nickel permease LarQ		
g029307	GCF_009649495:NZ_WJNB01000003.1:159450-160874	GCF_009649495:AFCMLCMP_01355	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B	6.3.5.-	
g029308	GCF_009649495:NZ_WJNB01000003.1:161990-163366	GCF_009649495:AFCMLCMP_01357	putative RNA methyltransferase	2.1.1.-	
g029309	GCF_009649495:NZ_WJNB01000003.1:163754-164968	GCF_009649495:AFCMLCMP_01358	hypothetical protein		
g029310	GCF_009649495:NZ_WJNB01000003.1:166597-165020	GCF_009649495:AFCMLCMP_01359	hypothetical protein		
g029311	GCF_009649495:NZ_WJNB01000003.1:16767-17492	GCF_009649495:AFCMLCMP_01209	Nickel import ATP-binding protein LarO	3.6.3.-	
g029312	GCF_009649495:NZ_WJNB01000003.1:168251-166590	GCF_009649495:AFCMLCMP_01360	hypothetical protein		
g029313	GCF_009649495:NZ_WJNB01000003.1:168520-168281	GCF_009649495:AFCMLCMP_01361	hypothetical protein		
g029314	GCF_009649495:NZ_WJNB01000003.1:169870-168992	GCF_009649495:AFCMLCMP_01362	hypothetical protein		
g029315	GCF_009649495:NZ_WJNB01000003.1:170280-169870	GCF_009649495:AFCMLCMP_01363	hypothetical protein		
g029316	GCF_009649495:NZ_WJNB01000003.1:170928-170650	GCF_009649495:AFCMLCMP_01365	hypothetical protein		
g029317	GCF_009649495:NZ_WJNB01000003.1:172123-170945	GCF_009649495:AFCMLCMP_01366	hypothetical protein		
g029318	GCF_009649495:NZ_WJNB01000003.1:172814-172143	GCF_009649495:AFCMLCMP_01367	ATP-dependent Clp protease proteolytic subunit	3.4.21.92	
g029319	GCF_009649495:NZ_WJNB01000003.1:174076-172811	GCF_009649495:AFCMLCMP_01368	hypothetical protein		
g029320	GCF_009649495:NZ_WJNB01000003.1:175703-174105	GCF_009649495:AFCMLCMP_01369	hypothetical protein		
g029321	GCF_009649495:NZ_WJNB01000003.1:175973-175767	GCF_009649495:AFCMLCMP_01370	hypothetical protein		
g029322	GCF_009649495:NZ_WJNB01000003.1:176596-175976	GCF_009649495:AFCMLCMP_01371	hypothetical protein		
g029323	GCF_009649495:NZ_WJNB01000003.1:177895-176669	GCF_009649495:AFCMLCMP_01372	hypothetical protein		
g029324	GCF_009649495:NZ_WJNB01000003.1:178437-177895	GCF_009649495:AFCMLCMP_01373	hypothetical protein		
g029325	GCF_009649495:NZ_WJNB01000003.1:18287-17577	GCF_009649495:AFCMLCMP_01210	Sensory transduction protein regX3		
g029326	GCF_009649495:NZ_WJNB01000003.1:184021-183635	GCF_009649495:AFCMLCMP_01378	hypothetical protein		
g029327	GCF_009649495:NZ_WJNB01000003.1:18413-19285	GCF_009649495:AFCMLCMP_01211	Phosphate-binding protein PstS 1		
g029328	GCF_009649495:NZ_WJNB01000003.1:188289-188086	GCF_009649495:AFCMLCMP_01383	hypothetical protein		
g029329	GCF_009649495:NZ_WJNB01000003.1:19291-20190	GCF_009649495:AFCMLCMP_01212	Phosphate transport system permease protein PstC		
g029330	GCF_009649495:NZ_WJNB01000003.1:193146-195218	GCF_009649495:AFCMLCMP_01388	hypothetical protein		
g029331	GCF_009649495:NZ_WJNB01000003.1:200902-201168	GCF_009649495:AFCMLCMP_01392	hypothetical protein		
g029332	GCF_009649495:NZ_WJNB01000003.1:201168-201503	GCF_009649495:AFCMLCMP_01393	hypothetical protein		
g029333	GCF_009649495:NZ_WJNB01000003.1:20190-21071	GCF_009649495:AFCMLCMP_01213	hypothetical protein		
g029334	GCF_009649495:NZ_WJNB01000003.1:203237-202065	GCF_009649495:AFCMLCMP_01394	D-galactonate dehydratase	4.2.1.6	
g029335	GCF_009649495:NZ_WJNB01000003.1:204579-203224	GCF_009649495:AFCMLCMP_01395	hypothetical protein		
g029336	GCF_009649495:NZ_WJNB01000003.1:205125-205895	GCF_009649495:AFCMLCMP_01396	hypothetical protein		
g029337	GCF_009649495:NZ_WJNB01000003.1:206155-206493	GCF_009649495:AFCMLCMP_01397	putative sugar epimerase YhfK	4.-.-.-	
g029338	GCF_009649495:NZ_WJNB01000003.1:207015-206563	GCF_009649495:AFCMLCMP_01398	hypothetical protein		
g029339	GCF_009649495:NZ_WJNB01000003.1:207449-207012	GCF_009649495:AFCMLCMP_01399	putative HTH-type transcriptional regulator		
g029340	GCF_009649495:NZ_WJNB01000003.1:207756-207968	GCF_009649495:AFCMLCMP_01400	hypothetical protein		
g029341	GCF_009649495:NZ_WJNB01000003.1:208009-208305	GCF_009649495:AFCMLCMP_01401	hypothetical protein		
g029342	GCF_009649495:NZ_WJNB01000003.1:208361-208627	GCF_009649495:AFCMLCMP_01402	hypothetical protein		
g029343	GCF_009649495:NZ_WJNB01000003.1:208650-208976	GCF_009649495:AFCMLCMP_01403	hypothetical protein		
g029344	GCF_009649495:NZ_WJNB01000003.1:209040-209600	GCF_009649495:AFCMLCMP_01404	hypothetical protein		
g029345	GCF_009649495:NZ_WJNB01000003.1:210392-209646	GCF_009649495:AFCMLCMP_01405	hypothetical protein		
g029346	GCF_009649495:NZ_WJNB01000003.1:21082-21837	GCF_009649495:AFCMLCMP_01214	Phosphate import ATP-binding protein PstB 3	7.3.2.1	
g029347	GCF_009649495:NZ_WJNB01000003.1:211427-210540	GCF_009649495:AFCMLCMP_01406	Melibiose operon regulatory protein		
g029348	GCF_009649495:NZ_WJNB01000003.1:211525-212154	GCF_009649495:AFCMLCMP_01407	Galactoside O-acetyltransferase	2.3.1.18	
g029349	GCF_009649495:NZ_WJNB01000003.1:213042-212473	GCF_009649495:AFCMLCMP_01408	Maltose O-acetyltransferase	2.3.1.79	
g029350	GCF_009649495:NZ_WJNB01000003.1:213135-213629	GCF_009649495:AFCMLCMP_01409	hypothetical protein		
g029351	GCF_009649495:NZ_WJNB01000003.1:213991-214872	GCF_009649495:AFCMLCMP_01410	Bacitracin transport ATP-binding protein BcrA		
g029352	GCF_009649495:NZ_WJNB01000003.1:214869-215627	GCF_009649495:AFCMLCMP_01411	hypothetical protein		
g029353	GCF_009649495:NZ_WJNB01000003.1:215644-216414	GCF_009649495:AFCMLCMP_01412	hypothetical protein		
g029354	GCF_009649495:NZ_WJNB01000003.1:216582-216872	GCF_009649495:AFCMLCMP_01413	hypothetical protein		
g029355	GCF_009649495:NZ_WJNB01000003.1:216950-217588	GCF_009649495:AFCMLCMP_01414	hypothetical protein		
g029356	GCF_009649495:NZ_WJNB01000003.1:21850-22554	GCF_009649495:AFCMLCMP_01215	Phosphate-specific transport system accessory protein PhoU		
g029357	GCF_009649495:NZ_WJNB01000003.1:218549-217668	GCF_009649495:AFCMLCMP_01415	hypothetical protein		
g029358	GCF_009649495:NZ_WJNB01000003.1:218672-219997	GCF_009649495:AFCMLCMP_01416	Glutathione amide reductase	1.8.1.16	
g029359	GCF_009649495:NZ_WJNB01000003.1:220081-220734	GCF_009649495:AFCMLCMP_01417	Nitrobenzene nitroreductase	1.7.1.16	
g029360	GCF_009649495:NZ_WJNB01000003.1:220952-221476	GCF_009649495:AFCMLCMP_01418	hypothetical protein		
g029361	GCF_009649495:NZ_WJNB01000003.1:222589-221504	GCF_009649495:AFCMLCMP_01419	hypothetical protein		
g029362	GCF_009649495:NZ_WJNB01000003.1:222782-223720	GCF_009649495:AFCMLCMP_01420	hypothetical protein		
g029363	GCF_009649495:NZ_WJNB01000003.1:223842-224393	GCF_009649495:AFCMLCMP_01421	hypothetical protein		
g029364	GCF_009649495:NZ_WJNB01000003.1:225163-224456	GCF_009649495:AFCMLCMP_01422	Inner membrane protein YbhL		
g029365	GCF_009649495:NZ_WJNB01000003.1:225452-225724	GCF_009649495:AFCMLCMP_01423	DNA base-flipping protein		
g029366	GCF_009649495:NZ_WJNB01000003.1:22570-23736	GCF_009649495:AFCMLCMP_01216	hypothetical protein		
g029367	GCF_009649495:NZ_WJNB01000003.1:225753-226769	GCF_009649495:AFCMLCMP_01424	hypothetical protein		
g029368	GCF_009649495:NZ_WJNB01000003.1:226795-227988	GCF_009649495:AFCMLCMP_01425	N-acetyldiaminopimelate deacetylase	3.5.1.47	
g029369	GCF_009649495:NZ_WJNB01000003.1:228121-229644	GCF_009649495:AFCMLCMP_01426	Glutathione biosynthesis bifunctional protein GshAB	6.3.2.3	
g029370	GCF_009649495:NZ_WJNB01000003.1:229749-230672	GCF_009649495:AFCMLCMP_01427	L-2-hydroxyisocaproate dehydrogenase	1.1.1.-	
g029371	GCF_009649495:NZ_WJNB01000003.1:230676-231254	GCF_009649495:AFCMLCMP_01428	LOG family protein YvdD		
g029372	GCF_009649495:NZ_WJNB01000003.1:231648-231286	GCF_009649495:AFCMLCMP_01429	hypothetical protein		
g029373	GCF_009649495:NZ_WJNB01000003.1:231808-232827	GCF_009649495:AFCMLCMP_01430	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU	1.1.1.371	
g029374	GCF_009649495:NZ_WJNB01000003.1:232839-234146	GCF_009649495:AFCMLCMP_01431	ATP-dependent RNA helicase DeaD	3.6.4.13	
g029375	GCF_009649495:NZ_WJNB01000003.1:234386-235507	GCF_009649495:AFCMLCMP_01433	UDP-N-acetylglucosamine 2-epimerase	5.1.3.14	
